# Final cluster catalogue of successfully downloaded clusters
# column 1: ID
# column 2: Name
# column 3: RA [deg]
# column 4: Dec [deg]
# column 5: cluster photometric redshift z_cl
# column 6: richness N_mem
# column 7: spectroscopic redshift of BCG (-1.0 if not available)
ID Name "RA [deg]" "Dec [deg]" z_cl Richness "BCG redshift"
1100 HSCJ111158-003922 167.990382 -0.6562 0.2827 53.808 0.27981
1101 HSCJ111230+005026 168.12334 0.840662 0.4397 23.019 -1.0
1102 HSCJ111230+003829 168.124931 0.641297 0.2001 16.111 0.19367
1103 HSCJ111257-000819 168.235537 -0.138724 0.4289 23.227 -1.0
1104 HSCJ111304+002612 168.265173 0.436555 0.3254 16.551 -1.0
1105 HSCJ111325+001528 168.352909 0.257867 0.276 21.459 0.2891
1106 HSCJ111335-002040 168.396071 -0.344352 0.4447 45.708 0.45445
1107 HSCJ111401-002011 168.502462 -0.33651 0.1253 33.209 -1.0
1108 HSCJ111425-003208 168.60527 -0.535648 0.2562 21.452 -1.0
1109 HSCJ111632-013117 169.132474 -1.521385 0.252 21.503 -1.0
1110 HSCJ111705-012543 169.270837 -1.428484 0.3033 21.508 -1.0
1111 HSCJ111718-012157 169.325313 -1.365899 0.3595 15.434 -1.0
1112 HSCJ111722-003745 169.339935 -0.62925 0.2606 37.608 0.27631
1113 HSCJ111813+000029 169.555139 0.007986 0.448 19.555 -1.0
1114 HSCJ111852-004732 169.718111 -0.792193 0.263 34.97 -1.0
1115 HSCJ111858-003237 169.74029 -0.543695 0.487 22.093 0.48667
1116 HSCJ111903+003035 169.7628 0.509622 0.4451 23.284 0.44598
1117 HSCJ111926+004051 169.857112 0.680706 0.4551 26.342 -1.0
1118 HSCJ112019-011857 170.080229 -1.31571 0.24 15.027 -1.0
1119 HSCJ112045-001912 170.188414 -0.319955 0.48 18.701 0.48561
1120 HSCJ112112-001738 170.298164 -0.293867 0.1025 28.137 0.09831
1121 HSCJ112132-014047 170.384742 -1.679714 0.158 19.395 -1.0
1122 HSCJ112202+004656 170.509731 0.782227 0.1126 20.438 -1.0
1123 HSCJ112245+002744 170.686983 0.462267 0.122 40.228 0.10053
1124 HSCJ112252+001520 170.7184 0.255614 0.3032 16.904 0.29906
1125 HSCJ112310-010959 170.790071 -1.166276 0.388 25.075 0.39474
1126 HSCJ112331-005143 170.877411 -0.861926 0.434 18.074 -1.0
1127 HSCJ112408+005819 171.03153 0.971885 0.116 18.496 0.07429
1128 HSCJ112439+012715 171.161453 1.454286 0.232 29.89 0.23309
1129 HSCJ112602+020929 171.507495 2.15817 0.237 26.419 0.23666
1130 HSCJ112605-002810 171.519467 -0.469356 0.324 25.096 0.33973
1131 HSCJ112616+000117 171.566343 0.021438 0.48 21.156 0.49059
1132 HSCJ112634-002020 171.64354 -0.338844 0.308 51.462 -1.0
1133 HSCJ112715-002356 171.81323 -0.398817 0.318 30.073 0.33295
1134 HSCJ112729+000900 171.872533 0.149951 0.1332 51.046 0.12993
1135 HSCJ112757-003653 171.987967 -0.614588 0.356 15.476 -1.0
1136 HSCJ112759+002940 171.993946 0.494322 0.1809 20.016 -1.0
1137 HSCJ112818-005900 172.07378 -0.983256 0.458 71.416 0.45709
1138 HSCJ112826-005553 172.110361 -0.931443 0.34 16.786 -1.0
1139 HSCJ112909-011759 172.287924 -1.299841 0.4809 15.91 0.4914
1140 HSCJ112917-004244 172.320067 -0.712345 0.2773 31.518 0.28191
1141 HSCJ112917+003902 172.321918 0.650536 0.1304 20.093 0.1263
1142 HSCJ112921-001423 172.336419 -0.239708 0.484 21.431 0.48414
1143 HSCJ113002-010009 172.50811 -1.002377 0.121 16.611 0.11441
1144 HSCJ113006+012554 172.524495 1.431584 0.287 15.591 -1.0
1145 HSCJ113014+013905 172.557439 1.651389 0.4711 24.646 -1.0
1146 HSCJ113133+000425 172.889284 0.073537 0.2022 15.534 0.19986
1147 HSCJ113139-010718 172.913695 -1.121702 0.3128 73.154 0.32537
1148 HSCJ113140-002204 172.918137 -0.367691 0.322 22.38 -1.0
1149 HSCJ113150-005548 172.959417 -0.929977 0.3244 24.651 0.32622
1150 HSCJ113232+015032 173.134117 1.842145 0.288 22.243 0.28444
1151 HSCJ113317+020057 173.321652 2.015951 0.4 26.081 -1.0
1152 HSCJ113324-012745 173.351324 -1.462386 0.3157 41.438 0.32436
1153 HSCJ113333-004536 173.385557 -0.759989 0.3411 15.044 0.37742
1154 HSCJ113412-011855 173.549236 -1.315204 0.3085 18.825 0.31497
1155 HSCJ113435-001655 173.644226 -0.281809 0.324 33.242 0.33936
1156 HSCJ113533+020410 173.888078 2.069366 0.2968 17.227 0.34512
1157 HSCJ113646+002608 174.190677 0.435561 0.398 20.07 0.40976
1158 HSCJ113700+020228 174.248989 2.041134 0.47 16.544 -1.0
1159 HSCJ113711-013644 174.294552 -1.612277 0.259 23.937 0.26935
1160 HSCJ113717+003420 174.320412 0.572257 0.48 17.034 0.46789
1161 HSCJ113741+001134 174.42242 0.192902 0.336 21.568 0.35016
1162 HSCJ113943+004544 174.928356 0.762223 0.356 24.832 0.35344
1163 HSCJ114025+014603 175.103976 1.767473 0.3479 27.605 0.38205
1164 HSCJ114111-002423 175.296 -0.406373 0.3469 23.856 0.34855
1165 HSCJ114130+003811 175.375388 0.63627 0.3248 37.942 0.30839
1166 HSCJ114141-002951 175.420238 -0.497459 0.1258 20.418 0.10717
1167 HSCJ114217+003820 175.570319 0.638814 0.32 17.761 0.31044
1168 HSCJ114242+002638 175.675139 0.444026 0.3129 29.977 0.30424
1169 HSCJ114257-004911 175.736759 -0.819744 0.25 43.212 0.26466
1170 HSCJ114324+013422 175.849276 1.572751 0.4939 16.108 -1.0
1171 HSCJ114326-002727 175.858993 -0.457413 0.338 33.744 0.3504
1172 HSCJ114343-014636 175.930065 -1.776707 0.126 60.615 0.10412
1173 HSCJ114345-010032 175.936406 -1.008877 0.3486 22.866 0.35577
1174 HSCJ114349+002205 175.955071 0.367973 0.3222 28.406 0.3298
1175 HSCJ114350-001127 175.957603 -0.190752 0.434 15.552 -1.0
1176 HSCJ114400+014129 176.001002 1.69152 0.366 27.747 0.3652
1177 HSCJ114407-010637 176.02819 -1.110325 0.3659 23.667 -1.0
1178 HSCJ114435+014506 176.145163 1.751714 0.438 16.021 0.45057
1179 HSCJ114442+004416 176.17396 0.737723 0.334 17.027 -1.0
1180 HSCJ114454+015117 176.223553 1.854712 0.4872 16.239 0.47469
1181 HSCJ114506-003536 176.274484 -0.593243 0.2524 15.839 -1.0
1182 HSCJ114517-005002 176.320476 -0.833911 0.4347 40.778 0.44168
1183 HSCJ114542+002333 176.424838 0.39262 0.2522 22.283 0.26139
1184 HSCJ114544-005245 176.435115 -0.87913 0.1838 20.08 0.1702
1185 HSCJ114553-001136 176.469333 -0.193326 0.4617 27.167 0.44612
1186 HSCJ114556-013727 176.484974 -1.624037 0.388 18.798 0.38643
1187 HSCJ114607-010537 176.529149 -1.093743 0.144 28.181 0.11591
1188 HSCJ114642-004039 176.673779 -0.677422 0.4535 18.992 0.4451
1189 HSCJ114729+001904 176.870917 0.317895 0.1848 24.904 0.17821
1190 HSCJ114750-002138 176.956255 -0.360602 0.2387 15.117 -1.0
1191 HSCJ114821-013600 177.087143 -1.60012 0.3313 21.974 0.33355
1192 HSCJ114830-004301 177.123065 -0.716952 0.418 40.263 0.41721
1193 HSCJ114904+013006 177.26478 1.501745 0.2211 39.852 0.23242
1194 HSCJ114931-001506 177.38006 -0.251714 0.4 20.322 0.40544
1195 HSCJ114949-002152 177.45357 -0.364439 0.4295 37.469 0.42381
1196 HSCJ114955+001404 177.480492 0.234465 0.446 38.381 -1.0
1197 HSCJ115020-003535 177.585076 -0.593145 0.145 67.149 0.13618
1198 HSCJ115028-013118 177.616995 -1.521571 0.26 15.206 0.2673
1199 HSCJ115030-005314 177.623954 -0.887127 0.372 17.021 -1.0
1200 HSCJ115034+011825 177.643436 1.30682 0.274 28.061 0.29053
1201 HSCJ115056+001745 177.732235 0.295769 0.2609 19.21 -1.0
1202 HSCJ115059+005113 177.745878 0.853677 0.4677 16.018 0.4624
1203 HSCJ115139+003041 177.912867 0.511274 0.47 26.468 0.46654
1204 HSCJ115143+010444 177.930617 1.078921 0.262 19.314 0.26648
1205 HSCJ115145-004532 177.936233 -0.758912 0.4351 18.607 0.44114
1206 HSCJ115149-000153 177.953129 -0.031344 0.4522 15.175 -1.0
1207 HSCJ115201+011919 178.005716 1.321844 0.2846 23.675 0.28882
1208 HSCJ115212-004511 178.048693 -0.753035 0.2421 17.008 0.25938
1209 HSCJ115212+005301 178.051746 0.883527 0.5 15.291 0.50982
1210 HSCJ115216+003055 178.066216 0.51537 0.4716 69.844 0.46292
1211 HSCJ115300+015729 178.249045 1.957924 0.4399 18.169 0.44207
1212 HSCJ115303+010226 178.260667 1.040521 0.39 39.929 0.40331
1213 HSCJ115305+010142 178.270349 1.028392 0.49 33.532 0.49058
1214 HSCJ115331-014404 178.378879 -1.734541 0.157 35.636 0.13641
1215 HSCJ115351-012537 178.462617 -1.42695 0.178 16.108 0.17022
1216 HSCJ115357+001426 178.486468 0.240476 0.454 17.61 0.46404
1217 HSCJ115405+003619 178.519912 0.60517 0.224 24.973 -1.0
1218 HSCJ115417-000720 178.571482 -0.12211 0.2444 34.113 0.25298
1219 HSCJ115500-012552 178.751981 -1.431103 0.1793 33.601 -1.0
1220 HSCJ115514-003134 178.806891 -0.526097 0.1413 24.067 0.13215
1221 HSCJ115518+005114 178.825108 0.8539 0.4869 20.723 0.48191
1222 HSCJ115611-002101 179.045036 -0.350253 0.2532 84.211 0.2563
1223 HSCJ115612-001237 179.04806 -0.210254 0.1218 32.923 0.11215
1224 HSCJ115617+012931 179.070718 1.49206 0.2587 17.853 0.27047
1225 HSCJ115641+020853 179.172165 2.148133 0.3334 33.463 0.34119
1226 HSCJ115729+001032 179.370099 0.175644 0.1403 26.349 0.16679
1227 HSCJ115802-013936 179.507883 -1.659895 0.2467 17.218 0.25299
1228 HSCJ115825-000400 179.60289 -0.066707 0.2549 34.882 0.25606
1229 HSCJ115835+004359 179.643875 0.733136 0.2089 22.963 0.19964
1230 HSCJ115841-010400 179.670749 -1.066721 0.144 34.69 -1.0
1231 HSCJ115932+001339 179.885374 0.227532 0.212 15.262 0.20257
1232 HSCJ115950+010446 179.957269 1.079436 0.2 28.61 0.20042
1233 HSCJ120001+013340 180.004864 1.561036 0.4949 21.441 0.49058
1234 HSCJ120010-003550 180.041324 -0.597206 0.1763 22.706 0.1695
1235 HSCJ120029-000725 180.120322 -0.123555 0.1067 20.336 0.08124
1236 HSCJ120033+002010 180.135857 0.336246 0.256 18.243 -1.0
1237 HSCJ120045-000922 180.18628 -0.156207 0.175 35.232 0.16545
1238 HSCJ120051-012756 180.212763 -1.465577 0.2676 41.098 -1.0
1239 HSCJ120057-012036 180.236297 -1.3432 0.332 27.67 0.32646
1240 HSCJ120141-001208 180.419923 -0.202346 0.184 58.597 0.17298
1241 HSCJ120146-002915 180.443158 -0.487592 0.1725 26.356 0.16784
1242 HSCJ120149-003034 180.455431 -0.509419 0.3416 29.303 0.3282
1243 HSCJ120200+010702 180.498842 1.117089 0.4245 29.034 0.43565
1244 HSCJ120209-004416 180.539245 -0.737832 0.3443 17.861 0.32584
1245 HSCJ120222+004531 180.591878 0.758491 0.244 17.512 0.23575
1246 HSCJ120242-012346 180.676678 -1.396058 0.244 33.652 0.24803
1247 HSCJ120243-013718 180.679321 -1.621746 0.258 26.931 0.26642
1248 HSCJ120257+005713 180.736323 0.953476 0.43 22.098 -1.0
1249 HSCJ120306-002918 180.776951 -0.488241 0.4036 22.227 0.40291
1250 HSCJ120323+012152 180.84439 1.364476 0.422 18.616 0.41662
1251 HSCJ120342+010155 180.92705 1.031848 0.254 23.314 0.25517
1252 HSCJ120346-000635 180.942564 -0.109764 0.3714 19.216 -1.0
1253 HSCJ120355+012524 180.97808 1.423315 0.3256 21.704 -1.0
1254 HSCJ120357+002852 180.98612 0.480984 0.2073 19.493 0.2103
1255 HSCJ120358+012533 180.991674 1.425786 0.4191 92.784 0.41302
1256 HSCJ120400-000959 181.000706 -0.16632 0.104 16.478 0.11957
1257 HSCJ120530-003839 181.376825 -0.644225 0.461 47.03 0.46213
1258 HSCJ120543-012309 181.427183 -1.385839 0.1858 21.502 0.17283
1259 HSCJ120604-015111 181.518646 -1.853018 0.222 18.558 0.21307
1260 HSCJ120641+002002 181.67053 0.334012 0.3689 15.675 -1.0
1261 HSCJ120717+000532 181.822638 0.092127 0.399 32.939 0.3964
1262 HSCJ120743-004627 181.930384 -0.774064 0.2299 20.055 0.22241
1263 HSCJ120743+002458 181.930897 0.415994 0.4434 17.017 0.44558
1264 HSCJ120758-002344 181.992148 -0.395537 0.3643 33.653 -1.0
1265 HSCJ120801-001439 182.004805 -0.244132 0.4537 15.716 -1.0
1266 HSCJ120805-005622 182.019312 -0.939433 0.3917 41.52 0.40611
1267 HSCJ120923-015242 182.344296 -1.878215 0.4652 19.733 -1.0
1268 HSCJ120928+000125 182.366176 0.023627 0.216 15.108 0.20398
1269 HSCJ120955-003328 182.477894 -0.557665 0.1959 38.225 0.18158
1270 HSCJ121012-012834 182.549193 -1.476249 0.2 25.74 0.20091
1271 HSCJ121023-013338 182.595012 -1.560585 0.4102 19.865 -1.0
1272 HSCJ121025-001441 182.606161 -0.244671 0.326 28.294 0.31507
1273 HSCJ121031-013649 182.630449 -1.613642 0.288 18.751 0.29001
1274 HSCJ121034-002445 182.641617 -0.412485 0.1965 25.218 0.18151
1275 HSCJ121122+015703 182.841625 1.950701 0.3617 22.14 0.38406
1276 HSCJ121122+003716 182.842261 0.621182 0.35 16.095 -1.0
1277 HSCJ121144+012514 182.934373 1.420464 0.2 15.333 0.18549
1278 HSCJ121216+015449 183.06484 1.91358 0.4 15.362 0.4003
1279 HSCJ121218+000521 183.076896 0.089064 0.186 17.723 0.18519
1280 HSCJ121220+014828 183.084977 1.807886 0.1945 30.183 0.19329
1281 HSCJ121233+021007 183.138522 2.168597 0.2333 18.985 -1.0
1282 HSCJ121319-010336 183.330744 -1.060079 0.44 15.529 -1.0
1283 HSCJ121343-003446 183.427946 -0.579307 0.2456 23.072 -1.0
1284 HSCJ121414-003651 183.559993 -0.614063 0.423 17.685 -1.0
1285 HSCJ121420-002943 183.581324 -0.495399 0.2445 25.93 0.25171
1286 HSCJ121434+004728 183.643467 0.791067 0.2392 22.436 0.25103
1287 HSCJ121447+003055 183.697828 0.515219 0.1848 34.45 0.18382
1288 HSCJ121458+013041 183.742752 1.511307 0.2389 19.387 0.24263
1289 HSCJ121505-012739 183.772072 -1.460926 0.205 49.108 0.19885
1290 HSCJ121510+001330 183.790843 0.224988 0.4227 25.088 -1.0
1291 HSCJ121512-000336 183.798999 -0.060022 0.242 17.42 0.24854
1292 HSCJ121534+014446 183.890526 1.746225 0.4164 26.341 0.40302
1293 HSCJ121550+004327 183.958963 0.72422 0.24 18.178 0.24714
1294 HSCJ121625-000449 184.103317 -0.0803 0.272 41.411 0.27558
1295 HSCJ121630+004125 184.126228 0.690394 0.3161 41.082 0.30767
1296 HSCJ121639+001434 184.16175 0.24272 0.418 24.217 0.42861
1297 HSCJ121723-004205 184.347487 -0.701399 0.4049 16.126 -1.0
1298 HSCJ121730+002416 184.375941 0.404306 0.366 37.518 -1.0
1299 HSCJ121734+003032 184.389591 0.508792 0.4075 16.795 0.41617
1300 HSCJ121816-005003 184.567178 -0.834033 0.1706 20.771 0.15844
1301 HSCJ121920-013223 184.8329 -1.539714 0.44 23.607 0.44791
1302 HSCJ121942+005027 184.924856 0.840958 0.32 18.778 -1.0
1303 HSCJ121957-005102 184.987111 -0.850504 0.2062 21.312 0.20644
1304 HSCJ122000-011329 185.000413 -1.224697 0.312 18.892 0.32418
1305 HSCJ122031-013141 185.129676 -1.528067 0.248 16.202 0.2826
1306 HSCJ122120+002604 185.334531 0.434469 0.3935 32.314 0.40733
1307 HSCJ122126-002731 185.357763 -0.458634 0.458 16.035 0.45954
1308 HSCJ122136+001554 185.400274 0.265059 0.178 40.872 0.15909
1309 HSCJ122146-002445 185.442873 -0.412472 0.2462 32.302 0.26059
1310 HSCJ122156+012257 185.484417 1.382534 0.109 21.873 0.07869
1311 HSCJ122200-011017 185.499991 -1.171279 0.252 64.172 0.2639
1312 HSCJ122210-010043 185.541628 -1.012019 0.4962 17.123 0.50133
1313 HSCJ122219-003357 185.579468 -0.565864 0.4507 26.316 0.45843
1314 HSCJ122221-011144 185.58796 -1.195645 0.48 24.604 0.49472
1315 HSCJ122231-012951 185.630536 -1.497505 0.288 54.486 -1.0
1316 HSCJ122318-012254 185.826457 -1.381551 0.2429 15.009 0.28865
1317 HSCJ122332-001132 185.882313 -0.192287 0.4892 23.475 0.48796
1318 HSCJ122340+025255 185.916424 2.882025 0.298 27.635 0.32745
1319 HSCJ122426+020311 186.107694 2.053004 0.46 17.898 0.45155
1320 HSCJ122429+005537 186.119343 0.926995 0.222 15.224 -1.0
1321 HSCJ122446-002357 186.191645 -0.399092 0.1686 35.634 0.15886
1322 HSCJ122450-004215 186.209535 -0.704236 0.404 20.559 0.40306
1323 HSCJ122511-002752 186.297825 -0.464311 0.3054 23.358 0.29895
1324 HSCJ122637+001543 186.654058 0.261819 0.3455 22.948 -1.0
1325 HSCJ122645-003718 186.687051 -0.621631 0.1583 41.583 0.15844
1326 HSCJ122658-014810 186.740209 -1.802722 0.242 15.199 -1.0
1327 HSCJ122701+012035 186.755994 1.343103 0.4075 18.12 0.39567
1328 HSCJ122706-002308 186.77573 -0.385528 0.3389 22.005 0.35789
1329 HSCJ122712+035201 186.798725 3.866995 0.25 27.778 0.24003
1330 HSCJ122718+023606 186.823619 2.601646 0.2369 30.997 0.21869
1331 HSCJ122737-002303 186.90438 -0.384028 0.1167 16.188 0.11547
1332 HSCJ122749+015852 186.955033 1.980992 0.404 16.839 -1.0
1333 HSCJ122918+003650 187.324743 0.61381 0.34 19.272 0.40538
1334 HSCJ123015+024303 187.564349 2.717626 0.366 16.734 0.37192
1335 HSCJ123048-011633 187.700766 -1.275828 0.1623 38.878 0.16112
1336 HSCJ123101-004259 187.755049 -0.716473 0.194 16.964 -1.0
1337 HSCJ123105-011112 187.771052 -1.186572 0.2537 25.577 0.28058
1338 HSCJ123126+000832 187.85983 0.142084 0.1465 22.482 0.13451
1339 HSCJ123220-004235 188.082078 -0.709742 0.1841 37.859 0.19196
1340 HSCJ123250+013747 188.20883 1.629742 0.4795 16.566 0.48076
1341 HSCJ123307+013149 188.280273 1.530359 0.4204 23.051 0.42531
1342 HSCJ123354+003557 188.474389 0.59906 0.2028 23.108 0.20329
1343 HSCJ123457-004740 188.738436 -0.794482 0.2332 26.675 0.24817
1344 HSCJ123507-005133 188.778626 -0.859104 0.1246 24.93 -1.0
1345 HSCJ123701-004821 189.252596 -0.805953 0.23 33.919 0.24111
1346 HSCJ123706+010635 189.273719 1.109792 0.4717 20.26 0.47007
1347 HSCJ123722+010524 189.341853 1.089928 0.2462 22.823 0.24376
1348 HSCJ123742-012138 189.423123 -1.360603 0.1571 41.914 0.15501
1349 HSCJ123750+012320 189.458011 1.389004 0.24 15.444 0.24437
1350 HSCJ123755-001629 189.48067 -0.274687 0.136 51.104 0.13897
1351 HSCJ123757+005929 189.486134 0.991274 0.4416 17.978 -1.0
1352 HSCJ123812-010942 189.549052 -1.161726 0.4001 18.256 0.40223
1353 HSCJ123835+011850 189.647409 1.313999 0.18 22.488 0.16637
1354 HSCJ123837-005129 189.652651 -0.858056 0.226 18.174 -1.0
1355 HSCJ123923+001022 189.846706 0.172733 0.24 20.102 -1.0
1356 HSCJ123941-011334 189.921391 -1.226198 0.1942 20.08 0.18829
1357 HSCJ124101+003349 190.253542 0.56364 0.364 17.79 0.37467
1358 HSCJ124108+004222 190.285123 0.706227 0.4167 19.158 0.42443
1359 HSCJ124116+003657 190.317225 0.615699 0.2346 24.543 -1.0
1360 HSCJ124157+001825 190.485574 0.307065 0.324 24.526 0.33222
1361 HSCJ124226+013356 190.606884 1.565488 0.252 32.555 0.25166
1362 HSCJ124239+003411 190.663957 0.56966 0.104 18.456 0.07991
1363 HSCJ124245+000541 190.68582 0.094794 0.2428 16.617 -1.0
1364 HSCJ124257-011122 190.73593 -1.189428 0.1649 52.026 0.16739
1365 HSCJ124305+000818 190.771791 0.138245 0.4634 23.395 0.46437
1366 HSCJ124309-004439 190.786797 -0.744072 0.1514 24.743 0.14202
1367 HSCJ124334-011337 190.890784 -1.226835 0.4729 21.727 -1.0
1368 HSCJ124345+011026 190.936675 1.173852 0.3498 26.892 -1.0
1369 HSCJ124354+005721 190.976758 0.9558 0.358 22.706 -1.0
1370 HSCJ124409+013924 191.03865 1.656566 0.4116 30.633 0.40022
1371 HSCJ124446-010110 191.192847 -1.019462 0.1573 25.685 0.1464
1372 HSCJ124454-003326 191.224153 -0.557086 0.2331 20.964 0.23219
1373 HSCJ124456+010648 191.231555 1.113248 0.394 15.424 -1.0
1374 HSCJ124622-010736 191.593533 -1.12671 0.4922 23.863 0.49146
1375 HSCJ124634-001340 191.642638 -0.227748 0.23 29.296 0.24218
1376 HSCJ124649-003110 191.703838 -0.519352 0.4408 17.376 0.44929
1377 HSCJ124651+001749 191.713394 0.297031 0.1019 43.574 0.08917
1378 HSCJ124653-013540 191.722488 -1.594532 0.178 17.689 -1.0
1379 HSCJ124709-013751 191.788782 -1.630747 0.102 15.906 0.12373
1380 HSCJ124742-000814 191.92694 -0.137239 0.104 25.031 -1.0
1381 HSCJ124757-002054 191.988257 -0.348375 0.4553 17.305 -1.0
1382 HSCJ124934-004552 192.390064 -0.764523 0.1934 24.174 0.19371
1383 HSCJ124944+014447 192.431959 1.746468 0.14 17.226 0.20197
1384 HSCJ124958-013015 192.493505 -1.504085 0.1029 43.407 -1.0
1385 HSCJ125036-013214 192.649679 -1.537228 0.364 20.868 0.369
1386 HSCJ125048+001351 192.700144 0.230806 0.463 20.417 0.46625
1387 HSCJ125120-012502 192.834363 -1.417126 0.4206 28.39 0.42297
1388 HSCJ125227-000717 193.114566 -0.121448 0.472 22.469 0.47686
1389 HSCJ125329-000005 193.371605 -0.001307 0.38 18.591 0.37178
1390 HSCJ125333+000830 193.38751 0.141653 0.338 18.737 -1.0
1391 HSCJ125420+011138 193.583014 1.194016 0.3404 30.807 0.37531
1392 HSCJ125518+006000 193.825989 0.999968 0.364 19.525 0.37498
1393 HSCJ125559+002726 193.994346 0.457192 0.4002 36.899 0.40133
1394 HSCJ125622+012535 194.092111 1.426438 0.3207 17.141 0.33445
1395 HSCJ125634+003550 194.143108 0.59717 0.344 15.845 0.39771
1396 HSCJ125814-013057 194.55826 -1.515846 0.372 16.972 0.38641
1397 HSCJ125825+004417 194.603948 0.738087 0.3998 32.647 -1.0
1398 HSCJ125831-013052 194.630579 -1.514381 0.1024 16.382 0.08204
1399 HSCJ125832-001719 194.631327 -0.288514 0.3486 20.604 0.38773
1400 HSCJ125852+010215 194.715467 1.037621 0.3937 17.508 0.39545
1401 HSCJ125914-004856 194.809986 -0.815631 0.388 16.776 0.38284
1402 HSCJ130011+005122 195.045827 0.856109 0.4038 16.35 -1.0
1403 HSCJ130103-003400 195.264115 -0.566766 0.5 20.322 0.49381
1404 HSCJ130114+000239 195.308596 0.044077 0.382 15.479 0.382
1405 HSCJ130115+001315 195.313505 0.220947 0.3505 15.9 0.37915
1406 HSCJ130138-005711 195.407417 -0.953053 0.474 19.332 0.45142
1407 HSCJ130211-002604 195.547169 -0.434352 0.454 18.052 0.45173
1408 HSCJ130355+003904 195.978163 0.651063 0.4606 15.45 -1.0
1409 HSCJ130433+002928 196.136576 0.491185 0.466 18.567 0.46444
1410 HSCJ130512-002937 196.300362 -0.493668 0.44 21.866 0.44499
1411 HSCJ130622-004941 196.591397 -0.827955 0.1878 23.456 0.19036
1412 HSCJ130643-003124 196.677164 -0.523283 0.3979 18.093 0.40767
1413 HSCJ130701+000215 196.75352 0.037516 0.4334 20.734 0.4462
1414 HSCJ131122+000427 197.843059 0.074131 0.4957 24.051 -1.0
1415 HSCJ131133-011959 197.886195 -1.33292 0.18 170.066 0.2017
1416 HSCJ131214-005828 198.056613 -0.974464 0.1017 36.548 0.08438
1417 HSCJ131239-003813 198.160777 -0.636893 0.332 15.205 0.35179
1418 HSCJ131344-011216 198.434601 -1.204428 0.3991 20.516 -1.0
1419 HSCJ131401+002326 198.505553 0.390572 0.248 23.646 0.28259
1420 HSCJ131412-002304 198.549847 -0.384436 0.3079 22.217 0.34343
1421 HSCJ131422-012716 198.592059 -1.454535 0.176 40.395 -1.0
1422 HSCJ131502-010407 198.758343 -1.068571 0.2007 15.073 0.21531
1423 HSCJ131513-003901 198.80234 -0.650216 0.26 17.454 0.27266
1424 HSCJ131610-010257 199.041074 -1.049079 0.248 25.032 0.21563
1425 HSCJ131619+003323 199.080998 0.556465 0.404 33.445 -1.0
1426 HSCJ131705-005434 199.272634 -0.909349 0.286 18.318 0.28819
1427 HSCJ131737-013455 199.405397 -1.581943 0.1 16.096 0.08213
1428 HSCJ131812+000639 199.550475 0.110867 0.48 23.802 0.50409
1429 HSCJ131814-003733 199.557047 -0.625951 0.1209 36.621 0.10992
1430 HSCJ131818-010918 199.576002 -1.155023 0.2167 38.688 -1.0
1431 HSCJ131831+000149 199.627326 0.030219 0.354 15.041 -1.0
1432 HSCJ131847+004049 199.697312 0.680206 0.2261 28.388 0.22026
1433 HSCJ131857-012402 199.739036 -1.400498 0.4222 19.958 0.42469
1434 HSCJ131917-005943 199.819723 -0.995411 0.104 44.933 0.08435
1435 HSCJ131921-000140 199.83602 -0.027732 0.468 21.697 -1.0
1436 HSCJ131935-000037 199.896278 -0.010155 0.1147 30.877 0.11099
1437 HSCJ132011-001608 200.0455 -0.26899 0.278 26.45 0.28359
1438 HSCJ132048-002638 200.200327 -0.443836 0.2302 36.294 0.21882
1439 HSCJ132109+011728 200.28624 1.291132 0.158 22.426 -1.0
1440 HSCJ132118-011715 200.32533 -1.287387 0.132 20.181 0.11235
1441 HSCJ132119-010859 200.32853 -1.149662 0.222 17.145 0.22406
1442 HSCJ132125-004136 200.356014 -0.693402 0.1228 33.089 0.10842
1443 HSCJ132133+005627 200.385548 0.940698 0.38 21.973 -1.0
1444 HSCJ132243+000934 200.677876 0.159349 0.132 18.503 0.10785
1445 HSCJ132349+010648 200.952395 1.113444 0.1287 38.486 0.10897
1446 HSCJ132541-012152 201.422685 -1.364536 0.1093 25.086 0.08417
1447 HSCJ132604-002631 201.517003 -0.44192 0.193 18.391 0.18074
1448 HSCJ132618+001317 201.573392 0.221478 0.1124 16.991 -1.0
1449 HSCJ132632-003435 201.634563 -0.576341 0.196 18.909 0.18508
1450 HSCJ132733+012420 201.887162 1.405634 0.1057 16.743 0.10883
1451 HSCJ132739-010145 201.913197 -1.029055 0.194 15.084 0.18658
1452 HSCJ132820+002619 202.084033 0.438526 0.254 26.871 0.26038
1453 HSCJ132834-011933 202.143213 -1.325813 0.1485 22.534 0.14166
1454 HSCJ132906+013610 202.275475 1.602661 0.3581 20.235 -1.0
1455 HSCJ132928-000035 202.365351 -0.009778 0.4723 16.943 -1.0
1456 HSCJ133000-000513 202.501202 -0.086857 0.258 15.282 0.26149
1457 HSCJ133013-012052 202.555527 -1.347667 0.2944 25.343 0.30831
1458 HSCJ133047+010547 202.695414 1.096301 0.3467 21.826 0.34574
1459 HSCJ133048+005313 202.699115 0.887042 0.4634 17.131 0.47762
1460 HSCJ133106-004424 202.773052 -0.740026 0.1879 18.762 0.16854
1461 HSCJ133111+010003 202.797669 1.000918 0.366 39.504 0.34807
1462 HSCJ133130-013923 202.874865 -1.656459 0.1072 31.12 0.08468
